	Subject	CRN	Subject Abbr	Course Number	Section	Campus	Credit Hours	Title	Days	Time	Section Capacity	Section Actual	Section Remaining	Waitlist Capacity	Waitlist Actual	Waitlist Remaining	Instructor(s)	Date	Location	Attributes
975	English	24094	ENGL	4860	01	C	3.000	Design for Writers	W	05:30 pm-08:00 pm	7	6	1	0	0	0	Rik Lance  Hunter	01/10-05/03	LUPH 240	Upper Division Credit
976	English	21473	ENGL	4870R	01	C	3.000	Working Class Rhetorics	TR	03:05 pm-04:20 pm	11	12	-1	0	0	0	Jennifer A  Beech	01/10-05/03	LUPH 303	Repeatable Course and Upper Division Credit
977	English	24095	ENGL	4870R	02	C	3.000	African American Rhetoric	T	05:30 pm-08:00 pm	7	7	0	0	0	0	Heather Marie  Palmer	01/10-05/03	LUPH 303	Repeatable Course and Upper Division Credit
978	English	21669	ENGL	4900R	0	D	3.000	Workplace Literacies and Project Management	N/A	TBD	7	10	-3	0	0	0	Jennifer L  Stewart	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course and Upper Division Credit
979	English	23318	ENGL	4920R	0	C	3.000	Advanced Short Fiction Workshop	M	05:30 pm-08:00 pm	6	4	2	0	0	0	Thomas P  Balazs	01/10-05/03	LUPH 390	Repeatable Course and Upper Division Credit
980	English	24102	ENGL	4930R	0	D	3.000	Speculative Fiction Workshop: Sci-Fi & Fantasy	N/A	TBD	3	7	-4	0	0	0	Sarah Elizabeth  Einstein	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course and Upper Division Credit
981	English	21818	ENGL	4960R	01	C	3.000	Internship	T	04:30 pm-05:20 pm	0	8	-8	0	0	0	Kristine Kay  Whorton	01/10-05/03	HOLT 203	Beyond the Classroom and Repeatable Course and Upper Division Credit
982	English	21482	ENGL	4970R	01	C	3.000	Authors, Intentions & 20th Century American Fiction	M	05:30 pm-08:00 pm	5	5	0	0	0	0	Christopher J  Stuart	01/10-05/03	HOLT 203	Repeatable Course and Upper Division Credit
983	English	24096	ENGL	4970R	02	C	3.000	Early American Novel	MW	02:00 pm-03:15 pm	15	7	8	0	0	0	Hannah Elizabeth  Wakefield	01/10-05/03	HOLT 119	Repeatable Course and Upper Division Credit
984	English	20669	ENGL	4980	01	C	3.000	Senior Seminar: The Victorian Novel	MW	03:25 pm-04:40 pm	15	10	5	0	0	0	Joseph Patrick  Jordan	01/10-05/03	LUPH 392	Upper Division Credit
985	English	23849	ENGL	4994R	0	C	3.000	Departmental Practicum	N/A	TBD	0	2	-2	0	0	0	Andrew Dale  McCarthy	01/10-05/03	TBD	Contract Required and Repeatable Course and Upper Division Credit
986	English	24543	ENGL	4995R	01	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Thomas P  Balazs	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
987	English	24544	ENGL	4995R	02	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Elizabeth Theresa  Leahy	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
988	English	24545	ENGL	4995R	03	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Richard P  Jackson	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
989	English	24546	ENGL	4995R	04	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Christopher J  Stuart	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
990	English	24547	ENGL	4995R	05	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Joseph Patrick  Jordan	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
991	English	24628	ENGL	4995R	06	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Bryan Adams  Hampton	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
992	English	24812	ENGL	4995R	07	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Sarah Elizabeth  Einstein	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
993	English	24097	ENGL	5055R	01	C	3.000	Authors, Intentions & 20th Century American Fiction	M	05:30 pm-08:00 pm	10	8	2	0	0	0	Christopher J  Stuart	01/10-05/03	HOLT 203	Repeatable Course
994	English	24098	ENGL	5220	01	C	3.000	Digital Writing and Publishing	W	05:30 pm-08:00 pm	8	10	-2	0	0	0	Rik Lance  Hunter	01/10-05/03	LUPH 240	Repeatable Course
995	English	23322	ENGL	5470R	01	C	3.000	Whitman and Dickinson - Gender Issues	R	05:30 pm-08:00 pm	6	5	1	0	0	0	Marcia A  Noe	01/10-05/03	LUPH 392	Repeatable Course
996	English	23319	ENGL	5500R	01	C	3.000	Writing Workshop:Short Fiction	M	05:30 pm-08:00 pm	9	6	3	0	0	0	Thomas P  Balazs	01/10-05/03	LUPH 390	Repeatable Course
997	English	24103	ENGL	5530R	0	D	3.000	Speculative Fiction Workshop: Sci-Fi & Fantasy	N/A	TBD	12	11	1	0	0	0	Sarah Elizabeth  Einstein	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
998	English	24100	ENGL	5790	01	C	3.000	Contemporary African Poetry	W	05:30 pm-08:00 pm	8	3	5	0	0	0	James Joseph  Arnett	01/10-05/03	LUPH 303	Repeatable Course
999	English	24101	ENGL	5940R	01	C	3.000	African American Rhetoric	T	05:30 pm-08:00 pm	8	5	3	0	0	0	Heather Marie  Palmer	01/10-05/03	LUPH 303	Repeatable Course
1000	English	24104	ENGL	5940R	02	D	3.000	Workplace Literacies and Project Management	N/A	TBD	7	6	1	0	0	0	Jennifer L  Stewart	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
1001	English	23263	ENGL	5960R	01	C	3.000	Working Class Rhetorics	TR	03:05 pm-04:20 pm	4	3	1	0	0	0	Jennifer A  Beech	01/10-05/03	LUPH 303	Repeatable Course
1002	English	24692	ENGL	5998R	01	C	1.000-9.000	Research	N/A	TBD	0	1	-1	0	0	0	Rik Lance  Hunter	01/10-05/03	TBD	Repeatable Course
1003	English	24693	ENGL	5998R	02	C	1.000-9.000	Research	N/A	TBD	0	2	-2	0	0	0	Heather Marie  Palmer	01/10-05/03	TBD	Repeatable Course
1004	English	24643	ENGL	5999R	01	C	1.000-6.000	Thesis	N/A	TBD	0	1	-1	0	0	0	Sarah Elizabeth  Einstein	01/10-05/03	TBD	Full Time Equivalent and Repeatable Course
1005	English	24644	ENGL	5999R	02	C	1.000-6.000	Thesis	N/A	TBD	0	1	-1	0	0	0	Thomas P  Balazs	01/10-05/03	TBD	Full Time Equivalent and Repeatable Course
1006	English	24686	ENGL	5999R	03	C	1.000-6.000	Thesis	N/A	TBD	0	1	-1	0	0	0	Karen Anne  Babine	01/10-05/03	TBD	Full Time Equivalent and Repeatable Course
1007	English as a Second Language	22786	ESL	NC12R	0	C	0.000	ESL Level 2 Elementary PT	MTWR	09:00 am-12:00 pm	12	1	11	0	0	0	Aneeka   Usman, Yvonne Nichole  Dunham Slobodenko 	01/10-05/03	540MC 102	Repeatable Course
1008	English as a Second Language	21310	ESL	NC15R	0	C	0.000	ESL Level 5 Upper-Intermediate PT	MTWR	09:00 am-12:00 pm	12	2	10	0	0	0	Lauren C  VanArman, Yvonne Nichole  Dunham Slobodenko 	01/10-05/03	540MC 113	Repeatable Course
1009	English as a Second Language	21122	ESL	NC22R	0	C	0.000	ESL Level 2 Elementary FT	MTWR	09:00 am-12:00 pm	12	6	6	0	0	0	Aneeka   Usman, Yvonne Nichole  Dunham Slobodenko , Cassandra Lynn  Rose , Shelly Marie  Whitt 	01/10-05/03	540MC 102	Repeatable Course
1010	English as a Second Language	21124	ESL	NC23R	0	C	0.000	ESL Level 3 Pre-Intermediate FT	MTWR	09:00 am-12:00 pm	12	7	5	0	0	0	Shelly Marie  Whitt, Jessica   Ashah , Yvonne Nichole  Dunham Slobodenko , Patricia Marie  Warren 	01/10-05/03	540MC 257	Repeatable Course
1011	English as a Second Language	21126	ESL	NC24R	0	C	0.000	ESL Level 4 Intermediate FT	MTWR	09:00 am-12:00 pm	12	5	7	0	0	0	Jessica   Ashah, Yvonne Nichole  Dunham Slobodenko , Patricia Marie  Warren 	01/10-05/03	540MC 257	Repeatable Course
1012	English as a Second Language	21127	ESL	NC25R	0	C	0.000	ESL Level 5 Upper-Intermediate FT	MTWR	09:00 am-12:00 pm	12	2	10	0	0	0	Lauren C  VanArman, Jessica   Ashah , Yvonne Nichole  Dunham Slobodenko , Patricia Veronica  Lin-Steadman , Jill H  Williams 	01/10-05/03	540MC 113	Repeatable Course
1013	English as a Second Language	22789	ESL	NC31R	0	C	0.000	ESL Level 1 Beginner High PT	MTWR	09:00 am-12:00 pm	12	0	12	0	0	0	"<ABBR title = ""To Be Announced"">TBA</ABBR>"	03/01-04/25	TBD	Repeatable Course
1014	English as a Second Language	22190	ESL	NC32R	0	C	0.000	ESL Level 2 Elementary High PT	MTWR	09:00 am-12:00 pm	12	0	12	0	0	0	Aneeka   Usman, Yvonne Nichole  Dunham Slobodenko 	03/01-04/25	540MC 102	Repeatable Course
1015	English as a Second Language	22191	ESL	NC33R	0	C	0.000	ESL Level 3 Pre-Intermediate High PT	MTWR	09:00 am-12:00 pm	12	0	12	0	0	0	Shelly Marie  Whitt, Yvonne Nichole  Dunham Slobodenko 	03/01-04/25	540MC 257	Repeatable Course
1016	English as a Second Language	22192	ESL	NC34R	0	C	0.000	ESL Level 4 Intermediate High PT	MTWR	09:00 am-12:00 pm	12	1	11	0	0	0	Jessica   Ashah, Yvonne Nichole  Dunham Slobodenko 	03/01-04/25	540MC 264	Repeatable Course
1017	English as a Second Language	22193	ESL	NC35R	0	C	0.000	ESL Level 5 Upper-Intermediate High PT	MTWR	09:00 am-12:00 pm	12	0	12	0	0	0	Lauren C  VanArman, Yvonne Nichole  Dunham Slobodenko 	03/01-04/25	540MC 113	Repeatable Course
1018	English as a Second Language	22194	ESL	NC36R	0	C	0.000	ESL Level 6 Advanced High PT	MTWR	09:00 am-11:50 am	12	1	11	0	0	0	Alison   Roedder, Jessica   Ashah , Yvonne Nichole  Dunham Slobodenko , Sarah Anne  Perry , Lauren C  VanArman , Jill H  Williams 	03/01-04/25	EMCS 211	Repeatable Course
1019	English as a Second Language	22790	ESL	NC41R	0	C	0.000	ESL Level 1 Beginner High FT	MTWR	09:00 am-12:00 pm	12	0	12	0	0	0	"<ABBR title = ""To Be Announced"">TBA</ABBR>"	03/01-04/25	TBD	Repeatable Course
1020	English as a Second Language	22195	ESL	NC42R	0	C	0.000	ESL Level 2 Elementary  High FT	MTWR	09:00 am-12:00 pm	12	0	12	0	0	0	Aneeka   Usman, Yvonne Nichole  Dunham Slobodenko 	03/01-04/25	540MC 102	Repeatable Course
1021	English as a Second Language	22196	ESL	NC43R	0	C	0.000	ESL Level 3 Pre-Intermediate  High FT	MTWR	09:00 am-12:00 pm	12	2	10	0	0	0	Shelly Marie  Whitt, Yvonne Nichole  Dunham Slobodenko 	03/01-04/25	540MC 257	Repeatable Course
1022	English as a Second Language	22197	ESL	NC44R	0	C	0.000	ESL Level 4 Intermediate  High FT	MTWR	09:00 am-12:00 pm	12	0	12	0	0	0	Jessica   Ashah, Yvonne Nichole  Dunham Slobodenko 	03/01-04/25	540MC 264	Repeatable Course
1023	English as a Second Language	22198	ESL	NC45R	0	C	0.000	ESL Level 5 Upper-Intermediate  High FT	MTWR	09:00 am-12:00 pm	12	0	12	0	0	0	Lauren C  VanArman, Yvonne Nichole  Dunham Slobodenko 	03/01-04/25	540MC 113	Repeatable Course
1024	English as a Second Language	22199	ESL	NC46R	0	C	0.000	ESL Level 6 Advanced  High FT	MTWR	09:00 am-11:50 am	12	1	11	0	0	0	Alison   Roedder, Jessica   Ashah , Yvonne Nichole  Dunham Slobodenko , Sarah Anne  Perry , Lauren C  VanArman , Jill H  Williams 	03/01-04/25	EMCS 211	Repeatable Course
1025	Engr Tech Mgmt: Const Mgmt	22426	ETCM	1100	01	C	3.000	Blueprint Reading & Sketching	TR	09:25 am-10:40 am	32	33	-1	0	0	0	Neely D  Adams	01/10-05/03	EMCS 408	CECS Differential Course Fee and Lab/Studio Fee and Lower Division Credit
1026	Engr Tech Mgmt: Const Mgmt	23288	ETCM	2010	0	D	3.000	Industrial Safety and Risk Management	N/A	TBD	35	34	1	0	0	0	Jason Livingston  Medeiros	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee
1027	Engr Tech Mgmt: Const Mgmt	23284	ETCM	2010	01	C	3.000	Industrial Safety and Risk Management	TR	08:00 am-09:15 am	24	12	12	0	0	0	Jason Livingston  Medeiros	01/10-05/03	EMCS 301	CECS Differential Course Fee and Lower Division Credit
1028	Engr Tech Mgmt: Const Mgmt	20743	ETCM	2020	0	D	3.000	Estimating and Construction Documents I	N/A	TBD	40	40	0	0	0	0	Jason B  Geraci	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee
1029	Engr Tech Mgmt: Const Mgmt	20742	ETCM	2020	01	C	3.000	Estimating and Construction Documents I	TR	08:00 am-09:15 am	24	12	12	0	0	0	Jason B  Geraci	01/10-05/03	EMCS 231	CECS Differential Course Fee and Lower Division Credit
1030	Engr Tech Mgmt: Const Mgmt	24473	ETCM	3090	0	D	3.000	Archtectural CAD	N/A	TBD	20	22	-2	0	0	0	Lauren Rebecca  Dunn	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Lab/Studio Fee and Potential Test Proctoring Fee and Upper Division Credit
1031	Engr Tech Mgmt: Const Mgmt	23285	ETCM	3090	01	C	3.000	Archtectural CAD	MW	05:30 pm-06:45 pm	30	29	1	0	0	0	Lauren Rebecca  Dunn	01/10-05/03	EMCS 407	CECS Differential Course Fee and Lab/Studio Fee and Upper Division Credit
1032	Engr Tech Mgmt: Const Mgmt	20809	ETCM	3150	01	C	3.000	Building Information Modeling (BIM)	TR	03:05 pm-04:20 pm	48	24	24	0	0	0	Archibald Calder  Willingham	01/10-05/03	EMCS 402	CECS Differential Course Fee and Upper Division Credit
1033	Engr Tech Mgmt: Const Mgmt	23286	ETCM	3340	01	C	3.000	Building Science Applications	T	05:30 pm-08:00 pm	24	4	20	0	0	0	Robert Paul  Baggett	01/10-05/03	EMCS 301	Upper Division Credit
1034	Engr Tech Mgmt: Const Mgmt	23289	ETCM	3340	02	D	3.000	Building Science Applications	N/A	TBD	24	12	12	0	0	0	Robert Paul  Baggett	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
1035	Engr Tech Mgmt: Const Mgmt	24130	ETCM	3440	01	C	3.000	Mechanical and Electrical Systems in Buildings	TR	01:40 pm-02:55 pm	24	1	23	0	0	0	Robert Paul  Baggett	01/10-05/03	EMCS 202	Upper Division Credit
1036	Engr Tech Mgmt: Const Mgmt	23290	ETCM	3440	02	D	3.000	Mechanical and Electrical Systems in Buildings	N/A	TBD	24	11	13	0	0	0	Robert Paul  Baggett	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
1037	Engr Tech Mgmt: Const Mgmt	20707	ETCM	4010	0	D	3.000	Construction Scheduling 	N/A	TBD	40	39	1	0	0	0	Jason Livingston  Medeiros	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
1038	Engr Tech Mgmt: Const Mgmt	20455	ETCM	4010	01	C	3.000	Construction Scheduling 	R	05:30 pm-08:00 pm	24	5	19	0	0	0	Jason Livingston  Medeiros	01/10-05/03	EMCS 231	CECS Differential Course Fee and Upper Division Credit
1039	Engr Tech Mgmt: Const Mgmt	20989	ETCM	4050	0	D	3.000	Strategic Management for Construction Business	N/A	TBD	40	40	0	0	0	0	Robert Paul  Baggett	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
1040	Engr Tech Mgmt: Const Mgmt	24131	ETCM	4050	01	C	3.000	Strategic Management for Construction Business	F	05:30 pm-08:00 pm	24	9	15	0	0	0	Robert Paul  Baggett	01/10-05/03	EMCS 231	CECS Differential Course Fee and Upper Division Credit
1041	Engr Tech Mgmt: Const Mgmt	20708	ETCM	4500	0	D	3.000	Construction Management Design	N/A	TBD	30	17	13	0	0	0	Robert Paul  Baggett	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
1042	Engr Tech Mgmt: Const Mgmt	22905	ETCM	4960R	0	D	3.000	Construction Management Internship	N/A	TBD	25	7	18	0	0	0	Ahad S  Nasab	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course and Upper Division Credit
1043	Engr Tech Mgmt: Const Mgmt	24574	ETCM	4999R	01	C	3.000	Land Subdivision and Mapping	MW	05:30 pm-06:45 pm	24	5	19	0	0	0	Don Hatton  Vanhook	01/10-05/03	EMCS 233	CECS Differential Course Fee and Repeatable Course and Upper Division Credit
1044	Engr Tech Mgmt: Const Mgmt	24575	ETCM	4999R	02	D	3.000	Land Subdivision and Mapping	N/A	TBD	24	14	10	0	0	0	Don Hatton  Vanhook	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course and Upper Division Credit
1045	Engr Tech Mgmt: Engr Mgmt	22431	ETEM	1000	0	D	1.000	Engineering Technology Management Seminar I	N/A	TBD	35	22	13	0	0	0	Sandra Catrice  Affare	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee
1046	Engr Tech Mgmt: Engr Mgmt	22429	ETEM	1000	01	C	1.000	Engineering Technology Management Seminar I	F	09:00 am-09:50 am	24	9	15	0	0	0	Sandra Catrice  Affare	01/10-05/03	EMCS 231	CECS Differential Course Fee and Lower Division Credit
1047	Engr Tech Mgmt: Engr Mgmt	23292	ETEM	1320	0	D	3.000	Introduction to Material Science and Technology	N/A	TBD	40	37	3	0	0	0	Wolday Desta  Abrha	01/10-05/03	XX INTERNET	Beyond the Classroom and CECS Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee
1048	Engr Tech Mgmt: Engr Mgmt	23291	ETEM	1320	01	C	3.000	Introduction to Material Science and Technology	MW	03:25 pm-04:40 pm	24	18	6	0	0	0	Wolday Desta  Abrha	01/10-05/03	EMCS 202	Beyond the Classroom and CECS Differential Course Fee and Lower Division Credit
1049	Engr Tech Mgmt: Engr Mgmt	24136	ETEM	3520	0	D	3.000	Cost Estimation and Analysis for Engineering Management	N/A	TBD	35	31	4	0	0	0	Deanna Lynn  Arrigo	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
1050	Engr Tech Mgmt: Engr Mgmt	24134	ETEM	3520	01	C	3.000	Cost Estimation and Analysis for Engineering Management	TR	12:15 pm-01:30 pm	40	16	24	0	0	0	Deanna Lynn  Arrigo	01/10-05/03	EMCS 239	CECS Differential Course Fee and Upper Division Credit
1051	Engr Tech Mgmt: Engr Mgmt	23293	ETEM	3550	0	D	3.000	Project Management and Practice	N/A	TBD	45	35	10	0	0	0	Benjamin Lloyd  Dow	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
1052	Engr Tech Mgmt: Engr Mgmt	20745	ETEM	3580	0	D	3.000	Materials Management	N/A	TBD	30	23	7	0	0	0	Raymond Kenneth  Kelly	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
1053	Engr Tech Mgmt: Engr Mgmt	20705	ETEM	3870	0	D	3.000	Introduction to Logistics Management	N/A	TBD	40	23	17	0	0	0	Sevin   Sozer	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
1054	Engr Tech Mgmt: Engr Mgmt	21898	ETEM	3870	01	C	3.000	Introduction to Logistics Management	W	05:30 pm-08:00 pm	24	2	22	0	0	0	Sevin   Sozer	01/10-05/03	EMCS 302	CECS Differential Course Fee and Upper Division Credit
1055	Engr Tech Mgmt: Engr Mgmt	24137	ETEM	4050	0	D	3.000	Engineering Management Principles	N/A	TBD	40	32	8	0	0	0	Serkan   Varol	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
1056	Engr Tech Mgmt: Engr Mgmt	21333	ETEM	4050	01	C	3.000	Engineering Management Principles	T	05:30 pm-08:00 pm	24	4	20	0	0	0	Serkan   Varol	01/10-05/03	EMCS 231	CECS Differential Course Fee and Upper Division Credit
1057	Engr Tech Mgmt: Engr Mgmt	21344	ETEM	4500	0	D	3.000	Engineering Management Design	N/A	TBD	25	23	2	0	0	0	Wolday Desta  Abrha	01/10-05/03	XX INTERNET	Beyond the Classroom and CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
1058	Engr Tech Mgmt: Engr Mgmt	23574	ETEM	4540	0	D	3.000	Value Management	N/A	TBD	45	46	-1	0	0	0	Sandra Catrice  Affare	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Upper Division Credit
1059	Engr Tech Mgmt: Engr Mgmt	23572	ETEM	4540	01	C	3.000	Value Management	MW	02:00 pm-03:15 pm	24	10	14	0	0	0	Sandra Catrice  Affare	01/10-05/03	EMCS 231	CECS Differential Course Fee and Upper Division Credit
1060	Engr Tech Mgmt: Engr Mgmt	24789	ETEM	4590	0	C	3.000	Facilities Management	N/A	TBD	0	1	-1	0	0	0	Wolday Desta  Abrha	01/10-05/03	TBD	CECS Differential Course Fee and Upper Division Credit
1061	Engr Tech Mgmt: Engr Mgmt	22904	ETEM	4960R	0	D	3.000	Engineering Management Internship	N/A	TBD	25	14	11	0	0	0	Ahad S  Nasab	01/10-05/03	XX INTERNET	CECS Differential Course Fee and Potential Test Proctoring Fee and Repeatable Course and Upper Division Credit
1062	Entrepreneurship	21255	ETR	1010	0	C	3.000	Entrepreneurship: The Mindset and Skillset	TR	09:25 am-10:40 am	40	36	4	0	0	0	Elizabeth F  Santin	01/10-05/03	MAPP 214	COBA Differential Course Fee and Lower Division Credit and Behavioral&Social Science
1063	Entrepreneurship	23295	ETR	1010	01	C	3.000	Entrepreneurship: The Mindset and Skillset	TR	10:50 am-12:05 pm	40	40	0	0	0	0	Elizabeth F  Santin	01/10-05/03	MAPP 214	COBA Differential Course Fee and Lower Division Credit and Behavioral&Social Science
1064	Entrepreneurship	24139	ETR	1010	02	C	3.000	Entrepreneurship: The Mindset and Skillset	W	05:30 pm-08:00 pm	40	20	20	0	0	0	Thomas Scott  Lyons	01/10-05/03	MAPP 214	COBA Differential Course Fee and Lower Division Credit and Behavioral&Social Science
1065	Entrepreneurship	21432	ETR	3400	0	C	3.000	Innovation and Creativity in Business	W	05:30 pm-08:00 pm	40	23	17	0	0	0	David L  Witt	01/10-05/03	FLET 210	COBA Differential Course Fee and Technical Elective CECS and Upper Division Credit
1066	Entrepreneurship	21433	ETR	3400	01	C	3.000	Innovation and Creativity in Business	TR	09:25 am-10:40 am	40	38	2	0	0	0	Adam David  Wolcott	01/10-05/03	EMCS 238	COBA Differential Course Fee and Technical Elective CECS and Upper Division Credit
1067	Entrepreneurship	21975	ETR	3400	02	C	3.000	Innovation and Creativity in Business	MW	03:25 pm-04:40 pm	40	31	9	0	0	0	David L  Witt	01/10-05/03	FLET 200	COBA Differential Course Fee and Technical Elective CECS and Upper Division Credit
1068	Entrepreneurship	23297	ETR	3400	03	C	3.000	Innovation and Creativity in Business	TR	10:50 am-12:05 pm	40	40	0	0	0	0	Adam David  Wolcott	01/10-05/03	EMCS 239	COBA Differential Course Fee and Technical Elective CECS and Upper Division Credit
1069	Entrepreneurship	21981	ETR	3500	0	C	3.000	New Venture Creation	M	05:30 pm-08:00 pm	40	9	31	0	0	0	David L  Witt	01/10-05/03	FLET 210	COBA Differential Course Fee and Technical Elective CECS and Upper Division Credit
1070	Entrepreneurship	22437	ETR	3500	01	C	3.000	New Venture Creation	MW	02:00 pm-03:15 pm	40	32	8	0	0	0	David L  Witt	01/10-05/03	FLET 200	COBA Differential Course Fee and Technical Elective CECS and Upper Division Credit
1071	Entrepreneurship	23298	ETR	3500	02	C	3.000	New Venture Creation	R	05:30 pm-08:00 pm	40	14	26	0	0	0	James Michael  Bradshaw	01/10-05/03	MAPP 214	COBA Differential Course Fee and Technical Elective CECS and Upper Division Credit
1072	Entrepreneurship	24140	ETR	3600	01	C	3.000	Social Entrepreneurship	TR	12:15 pm-01:30 pm	40	35	5	0	0	0	Philip T  Roundy	01/10-05/03	FLET 213	COBA Differential Course Fee and Upper Division Credit
1073	Entrepreneurship	21948	ETR	3600	02	C	3.000	Social Entrepreneurship	T	05:30 pm-08:00 pm	40	17	23	0	0	0	Philip T  Roundy	01/10-05/03	FLET 213	COBA Differential Course Fee and Upper Division Credit
1074	Entrepreneurship	23936	ETR	3900R	02	D	1.000-3.000	Experiential Learning: Academic Internship Program	N/A	TBD	0	0	0	0	0	0	Jaclyn   Wooten-York	03/01-04/25	XX INTERNET	COBA Differential Course Fee and Beyond the Classroom and Potential Test Proctoring Fee and Repeatable Course and Upper Division Credit
1075	Entrepreneurship	24507	ETR	4200	0	C	3.000	Essentials of Entrepreneurial Finance	TR	10:50 am-12:05 pm	40	13	27	0	0	0	Philip T  Roundy	01/10-05/03	FLET 213	COBA Differential Course Fee and Upper Division Credit
1076	Entrepreneurship	20070	ETR	4350	0	C	3.000	Managing Venture Growth	TR	12:15 pm-01:30 pm	25	9	16	0	0	0	Adam David  Wolcott	01/10-05/03	EMCS 232	COBA Differential Course Fee and Upper Division Credit
1077	Entrepreneurship	24550	ETR	4995R	01	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Thomas Scott  Lyons	01/10-05/03	TBD	COBA Differential Course Fee and Repeatable Course and Upper Division Credit
1078	Entrepreneurship	24748	ETR	4995R	02	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Philip T  Roundy	01/10-05/03	TBD	COBA Differential Course Fee and Repeatable Course and Upper Division Credit
1079	Entrepreneurship	21900	ETR	5880	0	D	3.000	Entrepreneurship and New Ventures	N/A	TBD	10	11	-1	0	0	0	Adam David  Wolcott	01/10-05/03	XX INTERNET	COBA Differential Course Fee and Business Graduate Course Fee and Potential Test Proctoring Fee and Repeatable Course
1080	Entrepreneurship	21899	ETR	5885	0	D	3.000	Corporate Entrepreneurship and Innovation	N/A	TBD	15	7	8	0	0	0	Steven Donald  Olson	01/10-05/03	XX INTERNET	COBA Differential Course Fee and Business Graduate Course Fee and Potential Test Proctoring Fee and Repeatable Course
1081	Environmental Science	20003	ESC	1100	0	D	3.000	Conservation of Biodiversity	N/A	TBD	50	47	3	0	0	0	Colleen Katherine  Mikelson	01/10-05/03	XX INTERNET	Beyond the Classroom and Lower Division Credit and Nat. Sciences Non-Lab Courses and Potential Test Proctoring Fee
1082	Environmental Science	20988	ESC	1100	01	C	3.000	Conservation of Biodiversity	TR	09:25 am-10:40 am	50	36	14	0	0	0	Sarah E  Farnsley	01/10-05/03	LUPH 114	Lower Division Credit and Nat. Sciences Non-Lab Courses
1083	Environmental Science	20642	ESC	1500	0	C	4.000	Introduction to Environmental Science I	MWF	09:00 am-09:50 am	48	48	0	0	0	0	Meredith Montgomery  Adams	01/10-05/03	EMCS 230	Natural Science Lec & Lab and Lower Division Credit and Natural Science Lab Course
1084	Environmental Science	20761	ESC	1500	01	C	4.000	Introduction to Environmental Science I	MWF	09:00 am-09:50 am	48	24	24	0	0	0	Meredith Montgomery  Adams	01/10-05/03	EMCS 230	Natural Science Lec & Lab and Lower Division Credit and Natural Science Lab Course
