Subject	CRN	Subject Abbr	Course Number	Section	Campus	Credit Hours	Title	Days	Time	Section Capacity	Section Actual	Section Remaining	Waitlist Capacity	Waitlist Actual	Waitlist Remaining	Instructor(s)	Date	Location	Attributes
History	21009	HIST	1110	02	D	3.000	World History from Origins to 1400	N/A	TBD	35	34	1	0	0	0	James Edward Guilfoyle	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Non-Western Cultures and Potential Test Proctoring Fee and Thoughts, Values and Beliefs
History	20998	HIST	1110	03	C	3.000	World History from Origins to 1400	MWF	11:00 am-11:50 am	35	35	0	0	0	0	Lindsay McArthur Irvin Doyle	01/10-05/03	BROK 205	Historical Understanding and Lower Division Credit and Non-Western Cultures and Thoughts, Values and Beliefs
History	21008	HIST	1110	04	C	3.000	World History from Origins to 1400	MWF	12:00 pm-12:50 pm	35	35	0	0	0	0	Lindsay McArthur Irvin Doyle	01/10-05/03	BROK 205	Historical Understanding and Lower Division Credit and Non-Western Cultures and Thoughts, Values and Beliefs
History	21000	HIST	1110	05	D	3.000	World History from Origins to 1400	N/A	TBD	35	36	-1	0	0	0	Charles Walker Googe	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Non-Western Cultures and Potential Test Proctoring Fee and Thoughts, Values and Beliefs
History	21538	HIST	1110	06	D	3.000	World History from Origins to 1400	N/A	TBD	35	35	0	0	0	0	Charles Walker Googe	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Non-Western Cultures and Potential Test Proctoring Fee and Thoughts, Values and Beliefs
History	23050	HIST	1110	07	D	3.000	World History from Origins to 1400	N/A	TBD	35	34	1	0	0	0	Ruby Choudhury	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Non-Western Cultures and Potential Test Proctoring Fee and Thoughts, Values and Beliefs
History	24742	HIST	1110	08	D	3.000	World History from Origins to 1400	N/A	TBD	35	33	2	0	0	0	Richard Lee Manion	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Non-Western Cultures and Potential Test Proctoring Fee and Thoughts, Values and Beliefs
History	21001	HIST	1120	0	C	3.000	World History from 1400-Present	TR	09:25 am-10:40 am	35	31	4	0	0	0	Edward Brudney	01/10-05/03	BROK 405	Historical Understanding and Lower Division Credit and Non-Western Cultures
History	21002	HIST	1120	01	C	3.000	World History from 1400-Present	TR	10:50 am-12:05 pm	35	33	2	0	0	0	Edward Brudney	01/10-05/03	BROK 405	Historical Understanding and Lower Division Credit and Non-Western Cultures
History	23428	HIST	1120	02	C	3.000	World History from 1400-Present	MWF	10:00 am-10:50 am	35	29	6	0	0	0	Carey Kathleen McCormack	01/10-05/03	BROK 201	Historical Understanding and Lower Division Credit and Non-Western Cultures
History	24169	HIST	1120	03	C	3.000	World History from 1400-Present	MW	02:00 pm-03:15 pm	70	60	10	0	0	0	Anne Tracy Samuel	01/10-05/03	BROK 201	Historical Understanding and Lower Division Credit and Non-Western Cultures
History	21540	HIST	1120	05	D	3.000	World History from 1400-Present	N/A	TBD	35	35	0	0	0	0	Gerda Zinner	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Non-Western Cultures and Potential Test Proctoring Fee
History	21010	HIST	1120	06	D	3.000	World History from 1400-Present	N/A	TBD	35	35	0	0	0	0	Richard Lee Manion	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Non-Western Cultures and Potential Test Proctoring Fee
History	24397	HIST	1120	07	D	3.000	World History from 1400-Present	N/A	TBD	45	44	1	0	0	0	Fang Yu Hu	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Non-Western Cultures and Potential Test Proctoring Fee
History	21245	HIST	2010	0	D	3.000	United States to 1865	N/A	TBD	70	69	1	0	0	0	Mark Allen Johnson	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Potential Test Proctoring Fee
History	20145	HIST	2010	01	D	3.000	United States to 1865	N/A	TBD	70	67	3	0	0	0	Mark Allen Johnson	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Potential Test Proctoring Fee
History	21011	HIST	2020	0	C	3.000	United States since 1865	TR	09:25 am-10:40 am	70	47	23	0	0	0	Jessica Leslie Arnett	01/10-05/03	DRTH 201	Historical Understanding and Lower Division Credit
History	21003	HIST	2020	01	D	3.000	United States since 1865	N/A	TBD	35	34	1	0	0	0	Tucker Frederick Adkins	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Potential Test Proctoring Fee
History	23430	HIST	2020	03	D	3.000	United States since 1865	N/A	TBD	35	35	0	0	0	0	Dana Susan Brown	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Potential Test Proctoring Fee
History	21524	HIST	2030	0	D	3.000	History of Tennessee	N/A	TBD	70	67	3	0	0	0	Kelli B Nelson	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Potential Test Proctoring Fee
History	22542	HIST	2030	01	C	3.000	History of Tennessee	MWF	10:00 am-10:50 am	35	29	6	0	0	0	Kelli B Nelson	01/10-05/03	BROK 402	Historical Understanding and Lower Division Credit
History	21246	HIST	2100	0	C	3.000	Research and Writing in History	MWF	10:00 am-10:50 am	20	17	3	0	0	0	Norton Wheeler	01/10-05/03	BROK 206	Beyond the Classroom and Rhetoric and Composition II and Lower Division Credit
History	24170	HIST	2100	02	C	3.000	Research and Writing in History	TR	12:15 pm-01:30 pm	21	20	1	0	0	0	Michael D Thompson	01/10-05/03	BROK 401	Beyond the Classroom and Rhetoric and Composition II and Lower Division Credit
History	23432	HIST	2210	0	C	3.000	Medieval Europe: c. 300-1500	MWF	10:00 am-10:50 am	35	23	12	0	0	0	Kira Robison	01/10-05/03	BROK 202	Historical Understanding and Lower Division Credit
History	24171	HIST	2440	0	C	3.000	Gilded Age to Jazz Age	TR	12:15 pm-01:30 pm	35	23	12	0	0	0	William Kuby	01/10-05/03	BROK 202	Historical Understanding and Lower Division Credit
History	24172	HIST	2440	01	C	3.000	Gilded Age to Jazz Age	TR	01:40 pm-02:55 pm	35	15	20	0	0	0	William Kuby	01/10-05/03	BROK 202	Historical Understanding and Lower Division Credit
History	24173	HIST	2510	0	C	3.000	History of Epidemics and Society	MW	02:00 pm-03:15 pm	35	35	0	0	0	0	Julia Ross Cummiskey	01/10-05/03	BROK 205	Historical Understanding and Non-Western Cultures
History	24174	HIST	2510	01	C	3.000	History of Epidemics and Society	MW	03:25 pm-04:40 pm	35	19	16	0	0	0	Julia Ross Cummiskey	01/10-05/03	BROK 205	Historical Understanding and Non-Western Cultures
History	24175	HIST	2820	0	C	3.000	Modern East Asia	TR	09:25 am-10:40 am	30	12	18	0	0	0	Fang Yu Hu	01/10-05/03	BROK 301	Historical Understanding and Lower Division Credit and Non-Western Cultures
History	24176	HIST	2820	01	C	3.000	Modern East Asia	TR	10:50 am-12:05 pm	30	17	13	0	0	0	Fang Yu Hu	01/10-05/03	BROK 301	Historical Understanding and Lower Division Credit and Non-Western Cultures
History	24177	HIST	3310	0	C	3.000	History of England, Part II:  England from 1688/9	TR	12:15 pm-01:30 pm	25	25	0	0	0	0	James Edward Guilfoyle	01/10-05/03	BROK 206	Upper Division Credit
History	24325	HIST	3405	0	C	3.000	American Public History	MW	02:00 pm-03:15 pm	25	12	13	0	0	0	Kelli B Nelson	01/10-05/03	BROK 206	Upper Division Credit
History	24178	HIST	3470	0	C	3.000	American Popular Culture	TR	05:00 pm-06:15 pm	26	25	1	0	0	0	William Kuby	01/10-05/03	BROK 202	Upper Division Credit
History	24179	HIST	3820	0	C	3.000	United States and the Middle East	MW	03:25 pm-04:40 pm	25	24	1	0	0	0	Anne Tracy Samuel	01/10-05/03	BROK 206	Upper Division Credit
History	22536	HIST	3920R	0	C	3.000	Native Americans and American Law	TR	01:40 pm-02:55 pm	25	25	0	0	0	0	Jessica Leslie Arnett	01/10-05/03	BROK 206	Repeatable Course and Upper Division Credit
History	24180	HIST	3930R	0	C	3.000	Topics: The Inquisition	R	05:00 pm-07:30 pm	25	15	10	0	0	0	Kathryn Taylor	01/10-05/03	BROK 206	Repeatable Course and Upper Division Credit
History	24398	HIST	3930R	01	D	3.000	The Holocaust: Nazi Germany, Antisemitism, and the Shoah	T	02:00 pm-04:30 pm	0	8	-8	0	0	0	John Swanson, Carey Kathleen  McCormack 	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course and Upper Division Credit
History	21534	HIST	3940R	0	C	3.000	Revolutionary Latin America	TR	03:05 pm-04:20 pm	25	21	4	0	0	0	Edward Brudney	01/10-05/03	BROK 402	Repeatable Course and Upper Division Credit
History	24181	HIST	3940R	01	C	3.000	Topics: History of Southeast Asia	MWF	01:00 pm-01:50 pm	25	11	14	0	0	0	Carey Kathleen McCormack	01/10-05/03	BROK 403	Repeatable Course and Upper Division Credit
History	21007	HIST	4020	0	C	3.000	The Historian's Craft: Capstone in History	MW	02:00 pm-03:15 pm	0	11	-11	0	0	0	Kira Robison	01/10-05/03	BROK 202	Upper Division Credit
History	24182	HIST	4020	01	C	3.000	The Historian's Craft: Capstone in History	MW	03:25 pm-04:40 pm	0	4	-4	0	0	0	Kira Robison	01/10-05/03	BROK 202	Upper Division Credit
History	21536	HIST	4500R	0	C	3.000	Topics: Food and Southern History	TR	12:15 pm-01:30 pm	15	16	-1	0	0	0	Mark Allen Johnson	01/10-05/03	BROK 403	Beyond the Classroom and Repeatable Course and Upper Division Credit
History	22040	HIST	4920R	0	C	1.000-3.000	Internships in History	N/A	TBD	0	2	-2	0	0	0	Michael D Thompson	01/10-05/03	TBD	Beyond the Classroom and Repeatable Course and Upper Division Credit
Humanities	22819	HUM	2520	01	C	3.000	African-American Literature	TR	09:25 am-10:40 am	10	8	2	0	0	0	Earl S Braggs	01/10-05/03	LUPH 392	Lower Division Credit and Literature and Potential Test Proctoring Fee
Humanities	23159	HUM	4960	0	D	1.000	Senior Capstone Project	N/A	TBD	0	2	-2	0	0	0	Jose-Luis Gastanaga	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
Humanities	24595	HUM	4960	01	C	1.000	Senior Capstone Project	N/A	TBD	0	1	-1	0	0	0	Ethan Alexander Mills	01/10-05/03	TBD	Upper Division Credit
Humanities	22907	HUM	4960	02	C	1.000	Senior Capstone Project	N/A	TBD	0	1	-1	0	0	0	Carl P E Springer	01/10-05/03	TBD	Upper Division Credit
Humanities	24554	HUM	4995R	01	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Norton Wheeler	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
Humanities	24631	HUM	4995R	02	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Irven M Resnick	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
Integrated Studies	21550	INTS	1110	0	D	3.000	Science of Sustainability	N/A	TBD	25	25	0	0	0	0	Nyssa Rose Hunt	03/01-04/25	XX INTERNET	Lower Division Credit and Nat. Sciences Non-Lab Courses and Potential Test Proctoring Fee and Technical Elective CECS
Integrated Studies	21551	INTS	1110	01	D	3.000	Science of Sustainability	N/A	TBD	25	25	0	0	0	0	Donald K Behneman	03/01-04/25	XX INTERNET	Lower Division Credit and Nat. Sciences Non-Lab Courses and Potential Test Proctoring Fee and Technical Elective CECS
Integrated Studies	21913	INTS	1110	02	D	3.000	Science of Sustainability	N/A	TBD	25	25	0	0	0	0	Colleen Katherine Mikelson	03/01-04/25	XX INTERNET	Lower Division Credit and Nat. Sciences Non-Lab Courses and Potential Test Proctoring Fee and Technical Elective CECS
Integrated Studies	22955	INTS	1110	03	D	3.000	Science of Sustainability	N/A	TBD	25	25	0	0	0	0	Donald K Behneman	01/10-02/28	XX INTERNET	Lower Division Credit and Nat. Sciences Non-Lab Courses and Potential Test Proctoring Fee and Technical Elective CECS
Integrated Studies	23450	INTS	1110	04	D	3.000	Science of Sustainability	N/A	TBD	25	19	6	0	0	0	Colleen Katherine Mikelson	01/10-02/28	XX INTERNET	Lower Division Credit and Nat. Sciences Non-Lab Courses and Potential Test Proctoring Fee and Technical Elective CECS
Integrated Studies	24508	INTS	1110	05	D	3.000	Science of Sustainability	N/A	TBD	25	25	0	0	0	0	Elizabeth A Shugart	03/01-04/25	XX INTERNET	Lower Division Credit and Nat. Sciences Non-Lab Courses and Potential Test Proctoring Fee and Technical Elective CECS
Integrated Studies	24604	INTS	3010	0	D	3.000	Prior Learning Portfolio Development	N/A	TBD	0	2	-2	0	0	0	John Wesley Harbison	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
Integrated Studies	24487	INTS	4000	01	D	3.000	Service Learning with the Elderly	N/A	TBD	10	3	7	0	0	0	Kristina Wick	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
Integrated Studies	23585	INTS	4700	0	D	3.000	Professional Development Portfolio	N/A	TBD	25	19	6	0	0	0	Emily L Blackman	03/01-04/25	XX INTERNET	Potential Test Proctoring Fee and Upper Division Credit
Integrated Studies	20598	INTS	4900	0	D	3.000	Integrated Studies Senior Portfolio	N/A	TBD	0	7	-7	0	0	0	Gretchen E Potts	01/10-05/03	XX INTERNET	Beyond the Classroom and Potential Test Proctoring Fee and Upper Division Credit
Integrated Studies	24555	INTS	4995R	01	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Stephen Walter Mandravelis	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
Integrated Studies	24556	INTS	4995R	02	C	1.000-3.000	Departmental Thesis	N/A	TBD	0	1	-1	0	0	0	Parthasarati Dileepan	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
Interior Architecture	21012	IARC	1000	0	C	3.000	Design Fundamentals	MW	09:00 am-11:30 am	15	17	-2	0	0	0	Catherine L Kendall	01/10-05/03	DAVP 111	Lab/Studio Fee and Lower Division Credit and Technical Elective CECS
Interior Architecture	22543	IARC	1000	01	C	3.000	Design Fundamentals	TR	09:25 am-12:05 pm	15	17	-2	0	0	0	Catherine L Kendall	01/10-05/03	DAVP 111	Lab/Studio Fee and Lower Division Credit and Technical Elective CECS
Interior Architecture	23583	IARC	1050	01	C	3.000	Volume, Space, and Form	MW	12:00 pm-02:30 pm	16	12	4	0	0	0	Bryan S Strickland	01/10-05/03	DAVP 319	Lab/Studio Fee and Lower Division Credit and Technical Elective CECS
Interior Architecture	21014	IARC	1100	01	C	3.000	Architectural Drafting	MW	12:00 pm-02:30 pm	14	14	0	0	0	0	Nicole McDermid	01/10-05/03	DAVP 111	Lab/Studio Fee and Lower Division Credit
Interior Architecture	21015	IARC	1100	02	C	3.000	Architectural Drafting	MW	03:00 pm-05:30 pm	14	12	2	0	0	0	Bryan S Strickland	01/10-05/03	DAVP 111	Lab/Studio Fee and Lower Division Credit
Interior Architecture	21016	IARC	1150	0	C	3.000	Color Systems	TR	09:25 am-12:05 pm	15	16	-1	0	0	0	Eun Young Kim	01/10-05/03	DAVP 319	Lab/Studio Fee and Lower Division Credit
Interior Architecture	21017	IARC	1150	01	C	3.000	Color Systems	TR	01:40 pm-04:20 pm	15	17	-2	0	0	0	Eun Young Kim	01/10-05/03	DAVP 319	Lab/Studio Fee and Lower Division Credit
Interior Architecture	21545	IARC	1200	04	D	3.000	Survey of Architecture	N/A	TBD	30	21	9	0	0	0	Rebecca Lynn Rochat	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Potential Test Proctoring Fee and Technical Elective CECS
Interior Architecture	21020	IARC	1200	06	D	3.000	Survey of Architecture	N/A	TBD	30	30	0	0	0	0	Sarah Ashley Hamilton Hathcock	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Potential Test Proctoring Fee and Technical Elective CECS
Interior Architecture	23571	IARC	1200	08	D	3.000	Survey of Architecture	N/A	TBD	30	30	0	0	0	0	Sarah Ashley Hamilton Hathcock	01/10-05/03	XX INTERNET	Historical Understanding and Lower Division Credit and Potential Test Proctoring Fee and Technical Elective CECS
Interior Architecture	21021	IARC	2100	0	C	3.000	Kitchen and Bath Planning	TR	01:40 pm-04:20 pm	20	18	2	0	0	0	Jessica Lee Etheredge	01/10-05/03	DAVP 209	Lab/Studio Fee and Lower Division Credit
Interior Architecture	21022	IARC	2150	0	C	3.000	Computer Applications in Design	MW	09:00 am-11:30 am	20	18	2	0	0	0	Rebecca Heinicka Potts	01/10-05/03	DAVP 209	Lab/Studio Fee and Lower Division Credit and Technical Elective CECS
Interior Architecture	23447	IARC	2200	0	C	3.000	Interior Materials	TR	09:25 am-10:40 am	20	18	2	0	0	0	Sarah Ashley Hamilton Hathcock	01/10-05/03	DAVP 209	Lower Division Credit and Technical Elective CECS
Interior Architecture	21024	IARC	2220	0	C	3.000	Interior Systems Design	MW	12:00 pm-01:30 pm	20	19	1	0	0	0	Eun Young Kim	01/10-05/03	DAVP 209	Lab/Studio Fee and Lower Division Credit
Interior Architecture	24186	IARC	2950	0	C	1.000	Designer Resources	F	01:00 pm-01:50 pm	20	16	4	0	0	0	Tonya Dollar Miller	01/10-05/03	DAVP 133	Lab/Studio Fee and Lower Division Credit
Interior Architecture	24187	IARC	3050	0	C	3.000	Construction Documents	MW	09:00 am-11:30 am	20	17	3	0	0	0	Tonya Dollar Miller	01/10-05/03	DAVP 221	Lab/Studio Fee and Upper Division Credit
Interior Architecture	21025	IARC	3100	0	D	3.000	Residential Interiors	TR	01:40 pm-04:20 pm	20	19	1	0	0	0	Kathy S Tonner	01/10-05/03	XX INTERNET	Lab/Studio Fee and Potential Test Proctoring Fee and Upper Division Credit
Interior Architecture	21251	IARC	3210	0	D	3.000	History of Design II	MW	12:00 pm-01:30 pm	20	23	-3	0	0	0	Catherine L Kendall	01/10-05/03	DAVP 133	Potential Test Proctoring Fee and Upper Division Credit
Interior Architecture	24399	IARC	3500	01	C	3.000	Introduction to Historic Preservation	MW	03:30 pm-05:00 pm	12	7	5	0	0	0	Charles Cullon Hooks	01/10-05/03	DAVP 319	Lab/Studio Fee and Upper Division Credit
Interior Architecture	24188	IARC	3900	0	D	3.000	Professional Cmpetence	WF	02:00 pm-04:30 pm	25	21	4	0	0	0	Angela Ballard	01/10-02/28	XX INTERNET	Potential Test Proctoring Fee and Technical Elective CECS and Upper Division Credit
Interior Architecture	23448	IARC	4000	0	C	3.000	Commercial Interiors II	TR	09:25 am-12:05 pm	18	16	2	0	0	0	Tonya Dollar Miller	01/10-05/03	DAVP 207	Lab/Studio Fee and Upper Division Credit
Interior Architecture	21028	IARC	4150	0	C	3.000	Senior Thesis II	MW	02:00 pm-04:30 pm	18	16	2	0	0	0	Jessica Lee Etheredge	01/10-05/03	DAVP 207	Beyond the Classroom and Lab/Studio Fee and Upper Division Credit
Interior Architecture	21029	IARC	4210	0	C	3.000	Business Practices	MW	12:00 pm-01:30 pm	18	16	2	0	0	0	Tonya Dollar Miller	01/10-05/03	DAVP 207	Upper Division Credit
Interior Architecture	22754	IARC	4300R	0	C	1.000	Interior Design Advocacy	R	12:15 pm-01:30 pm	10	10	0	0	0	0	Tonya Dollar Miller	01/10-05/03	DAVP 133	Repeatable Course and Upper Division Credit
Interior Architecture	22755	IARC	4310R	0	C	1.000	Interior Design Leadership and Planning	T	12:15 pm-01:30 pm	19	18	1	0	0	0	Catherine L Kendall	01/10-05/03	DAVP 133	Repeatable Course and Upper Division Credit
Interior Architecture	24826	IARC	4590	01	C	3.000	Historic Preservation Field Practicum	TR	08:00 am-09:15 am	1	1	0	0	0	0	Jessica Lee Etheredge	03/01-04/25	DAVP 207	Upper Division Credit
Interior Architecture	24518	IARC	4998R	02	C	3.000	Individual Studies: Cuba: Women and Home	N/A	TBD	0	1	-1	0	0	0	Jessica Lee Etheredge	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
Interior Architecture	24516	IARC	4999R	01	C	3.000	Solar Studies	F	02:00 pm-05:00 pm	2	2	0	0	0	0	Eun Young Kim	01/10-05/03	TBD	Repeatable Course and Upper Division Credit
Latin	20180	LAT	1020	0	D	3.000	Elementary Latin II	N/A	TBD	30	21	9	0	0	0	Kristen Fulton Knopick	01/10-05/03	XX INTERNET	Lower Division Credit and Potential Test Proctoring Fee
Latin	20786	LAT	1120	0	D	3.000	Elementary Latin for Science Majors II	N/A	TBD	25	17	8	0	0	0	Kristen Fulton Knopick	01/10-05/03	XX INTERNET	Lower Division Credit and Potential Test Proctoring Fee
Latin	24189	LAT	1120	01	C	3.000	Elementary Latin for Science Majors II	MWF	10:00 am-10:50 am	20	12	8	0	0	0	Valerie C Rutledge	01/10-05/03	540MC 266	Lower Division Credit
Latin	23586	LAT	2020	0	C	3.000	Intermediate Latin II	TR	10:50 am-12:05 pm	10	10	0	0	0	0	Joshua Cahill Davies	01/10-05/03	LUPH 235	Lower Division Credit
Latin	24718	LAT	4999R	01	D	3.000	Group Studies	W	02:00 pm-03:15 pm	0	2	-2	0	0	0	Joshua Cahill Davies	01/10-05/03	LUPH 235	Potential Test Proctoring Fee and Repeatable Course and Upper Division Credit
Latin American Studies	24196	LTAM	1250	0	C	3.000	Introduction to Latin American Studies	MWF	01:00 pm-01:50 pm	25	25	0	0	0	0	Edwin Murillo	01/10-05/03	LUPH 302	Literature and Non-Western Cultures
Latin American Studies	24197	LTAM	4020R	0	D	3.000	Meso American Philosophy	R	12:15 pm-01:30 pm	5	2	3	0	0	0	Ethan Alexander Mills	01/10-05/03	540MC 105	Potential Test Proctoring Fee and Repeatable Course and Upper Division Credit
Learning and Leadership	24400	LEAD	7030	0	D	3.000	Leadership Decision-Making	N/A	TBD	25	18	7	0	0	0	John Wesley Harbison, Elizabeth K  Crawford 	01/10-05/03	XX HYBRID	Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	24401	LEAD	7340	0	D	3.000	Statistics for Research Design and Analysis	N/A	TBD	25	18	7	0	0	0	Christopher Frank Silver, Jessica Nicole  Taylor , Cynthia Taylor  Williamson 	01/10-05/03	XX HYBRID	Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	24191	LEAD	7380	0	D	3.000	Statistics and Data Analysis	N/A	TBD	15	10	5	0	0	0	Jessica Nicole Taylor, Christopher Frank  Silver 	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	24402	LEAD	7390	0	D	3.000	Research Seminar: Publishing and Presenting	N/A	TBD	20	8	12	0	0	0	Elizabeth K Crawford, Jessica Nicole  Taylor 	01/10-05/03	XX HYBRID	Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	24192	LEAD	7410	0	D	3.000	Learning Outcomes: Alignment & Analysis	N/A	TBD	15	11	4	0	0	0	David W Rausch, Elizabeth K  Crawford 	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	21554	LEAD	7450	0	D	3.000	Reflective Practice and Competency Development	T	05:00 pm-07:30 pm	0	4	-4	0	0	0	Elizabeth K Crawford	01/10-05/03	540MC 266	Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	24403	LEAD	7610	0	D	3.000	Measurement, Evaluation and Assessment	N/A	TBD	20	8	12	0	0	0	Christopher Frank Silver, John Wesley  Harbison 	01/10-05/03	XX HYBRID	Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	24404	LEAD	7700R	0	D	3.000	Pre-Dissertation Seminar	N/A	TBD	20	14	6	0	0	0	Christopher Frank Silver, Jessica Nicole  Taylor 	01/10-05/03	XX HYBRID	Full Time Equivalent and Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	24405	LEAD	7810	0	D	3.000	Cognitive Aspects of Decision Making	N/A	TBD	20	12	8	0	0	0	David W Rausch, Elizabeth K  Crawford 	01/10-05/03	XX HYBRID	Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	24406	LEAD	7840	0	D	3.000	Higher Education: Strategy and Decision Making	N/A	TBD	20	9	11	0	0	0	Elizabeth K Crawford, David W  Rausch 	01/10-05/03	XX HYBRID	Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	21555	LEAD	7995R	0	D	3.000	Comprehensive Assessment Continuance	N/A	TBD	0	4	-4	0	0	0	John Wesley Harbison	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	24774	LEAD	7997R	0	D	3.000	Individual Studies: Research and Technology	N/A	TBD	0	1	-1	0	0	0	Christopher Frank Silver, Elizabeth K  Crawford 	01/10-05/03	XX INTERNET	Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	21030	LEAD	7999R	01	D	2.000-6.000	Dissertation	N/A	TBD	30	14	16	0	0	0	Elizabeth K Crawford	01/10-05/03	XX INTERNET	Full Time Equivalent and Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	21031	LEAD	7999R	02	D	2.000-6.000	Dissertation	N/A	TBD	5	2	3	0	0	0	Ted L Miller	01/10-05/03	XX INTERNET	Full Time Equivalent and Potential Test Proctoring Fee and Repeatable Course
Learning and Leadership	21032	LEAD	7999R	03	D	2.000-6.000	Dissertation	N/A	TBD	30	22	8	0	0	0	David W Rausch	01/10-05/03	XX INTERNET	Full Time Equivalent and Potential Test Proctoring Fee and Repeatable Course
Management	22570	MGT	1000	0	D	3.000	Computers in Business	M	01:00 pm-01:50 pm	60	35	25	0	0	0	Allison Whitworth	01/10-01/10	XX INTERNET	COBA Differential Course Fee and Course Materials Charge and Computer Literacy and Lower Division Credit and Potential Test Proctoring Fee
Management	22569	MGT	1000	01	D	3.000	Computers in Business	N/A	TBD	60	58	2	0	0	0	Allison Whitworth	01/10-05/03	XX INTERNET	COBA Differential Course Fee and Course Materials Charge and Computer Literacy and Lower Division Credit and Potential Test Proctoring Fee
Management	22571	MGT	1000	02	D	3.000	Computers in Business	N/A	TBD	60	59	1	0	0	0	Jennifer Ann Glaab	01/10-05/03	XX INTERNET	COBA Differential Course Fee and Course Materials Charge and Computer Literacy and Lower Division Credit and Potential Test Proctoring Fee
Management	22572	MGT	1000	03	D	3.000	Computers in Business	N/A	TBD	60	56	4	0	0	0	Jennifer Ann Glaab	01/10-05/03	XX INTERNET	COBA Differential Course Fee and Course Materials Charge and Computer Literacy and Lower Division Credit and Potential Test Proctoring Fee
Management	22573	MGT	2130	0	D	3.000	Statistics for Business	N/A	TBD	38	35	3	0	0	0	William E Copeland	01/10-05/03	XX INTERNET	COBA Differential Course Fee and Course Materials Charge and Lower Division Credit and Potential Test Proctoring Fee and Statistics
Management	22556	MGT	2130	02	C	3.000	Statistics for Business	MWF	09:00 am-09:50 am	38	19	19	0	0	0	John Morgan	01/10-05/03	FLET 121	COBA Differential Course Fee and Course Materials Charge and Lower Division Credit and Statistics
Management	22557	MGT	2130	03	C	3.000	Statistics for Business	MWF	11:00 am-11:50 am	38	38	0	0	0	0	John Morgan	01/10-05/03	FLET 121	COBA Differential Course Fee and Course Materials Charge and Lower Division Credit and Statistics
Management	22558	MGT	2130	04	C	3.000	Statistics for Business	MWF	12:00 pm-12:50 pm	38	31	7	0	0	0	John Morgan	01/10-05/03	FLET 121	COBA Differential Course Fee and Course Materials Charge and Lower Division Credit and Statistics
Management	24205	MGT	2130	05	D	3.000	Statistics for Business	N/A	TBD	38	37	1	0	0	0	William E Copeland	01/10-05/03	XX INTERNET	COBA Differential Course Fee and Course Materials Charge and Lower Division Credit and Potential Test Proctoring Fee and Statistics
Management	22574	MGT	2140	0	D	3.000	Data Modeling for Business	N/A	TBD	38	37	1	0	0	0	William E Copeland	01/10-05/03	XX INTERNET	COBA Differential Course Fee and Lower Division Credit and Potential Test Proctoring Fee and Technical Elective CECS
Management	22561	MGT	2140	01	C	3.000	Data Modeling for Business	T	05:30 pm-08:00 pm	38	33	5	0	0	0	Allison Faith Stone	01/10-05/03	FLET 121	COBA Differential Course Fee and Lower Division Credit and Technical Elective CECS
